Sample ID,LabDate,LakeID,Taxon,LifeStage,SpecimenNumber,Length,Comments,
1125,8/26/2013 0:00,10225,Ameletus,,1,4.1,,
1125,8/26/2013 0:00,10225,Arctocorisa,,1,4.4,,
1125,8/26/2013 0:00,10225,Arctocorisa,,2,3,,
1125,8/26/2013 0:00,10225,Arctocorisa,,3,3.8,,
1125,8/26/2013 0:00,10225,Arctocorisa,,4,3,,
1125,8/26/2013 0:00,10225,Arctocorisa,,5,3.9,,
1125,8/26/2013 0:00,10225,Arctocorisa,,6,4.2,,
1125,8/26/2013 0:00,10225,Arctocorisa,,7,3.9,,
1125,8/26/2013 0:00,10225,Arctocorisa,,8,2.9,,
1125,8/26/2013 0:00,10225,Arctocorisa,,9,4.1,,
1125,8/26/2013 0:00,10225,Arctocorisa,,10,4,,
1125,8/26/2013 0:00,10225,Arctocorisa,,11,2.7,,
1125,8/26/2013 0:00,10225,Arctocorisa,,12,3,,
1125,8/26/2013 0:00,10225,Arctocorisa,,13,3.1,,
1125,8/26/2013 0:00,10225,Arctocorisa,,14,3,,
1125,8/26/2013 0:00,10225,Arctocorisa,,15,4.1,,
1125,8/26/2013 0:00,10225,Arctocorisa,,16,3.8,,
1125,8/26/2013 0:00,10225,Arctocorisa,,17,3.2,,
1125,8/26/2013 0:00,10225,Arctocorisa,,18,2.8,,
1125,8/26/2013 0:00,10225,Arctocorisa,,19,4,,
1125,8/26/2013 0:00,10225,Arctocorisa,,20,4.1,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,1,3.6,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,2,2,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,3,3.1,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,4,2.9,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,5,2.5,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,6,2.5,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,7,6.1,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,8,3.3,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,9,2.2,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,10,2.4,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,11,2.8,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,12,2.2,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,13,2.6,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,14,2.1,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,15,2.1,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,16,2.8,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,17,1.5,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,18,2.7,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,19,3.3,,
1125,8/26/2013 0:00,10225,Callibaetis ferrugineus,,20,2.4,,
1125,8/26/2013 0:00,10225,Chironomidae,,2,4.4,,
1125,8/26/2013 0:00,10225,Chironomidae,,3,7.2,,
1125,8/26/2013 0:00,10225,Chironomidae,,4,4.8,,
1125,8/26/2013 0:00,10225,Chironomidae,,5,6.5,,
1125,8/26/2013 0:00,10225,Chironomidae,,6,6.4,,
1125,8/26/2013 0:00,10225,Chironomidae,,7,6.2,,
1125,8/26/2013 0:00,10225,Chironomidae,,8,7.1,,
1125,8/26/2013 0:00,10225,Chironomidae,,9,6.4,,
1125,8/26/2013 0:00,10225,Chironomidae,,10,5.3,,
1125,8/26/2013 0:00,10225,Chironomidae,,11,6.4,,
1125,8/26/2013 0:00,10225,Chironomidae,,12,6,,
1125,8/26/2013 0:00,10225,Chironomidae,,13,6.9,,
1125,8/26/2013 0:00,10225,Chironomidae,,14,6.4,,
1125,8/26/2013 0:00,10225,Chironomidae,,15,7.3,,
1125,8/26/2013 0:00,10225,Chironomidae,,16,6.3,,
1125,8/26/2013 0:00,10225,Chironomidae,,17,6.5,,
1125,8/26/2013 0:00,10225,Chironomidae,,18,6.3,,
1125,8/26/2013 0:00,10225,Chironomidae,,19,6.5,,
1125,8/26/2013 0:00,10225,Chironomidae,,20,8,,
1125,8/26/2013 0:00,10225,Chironomidae,,1,5.3,,
1125,8/26/2013 0:00,10225,Dicosmoecus,,1,17.7,,
1125,8/26/2013 0:00,10225,Hydroporus,Larvae/Nymph,1,3.4,,
1125,8/26/2013 0:00,10225,Hydroporus,Larvae/Nymph,2,2.5,,
1125,8/26/2013 0:00,10225,Limnephilidae,,1,3.3,,
1125,8/26/2013 0:00,10225,Sialis,,1,8.6,,
1125,8/26/2013 0:00,10225,Sialis,,2,2.4,,
1125,8/26/2013 0:00,10225,Sialis,,3,2.2,,
1125,8/26/2013 0:00,10225,Sialis,,4,3.3,,
1125,8/26/2013 0:00,10225,Sialis,,5,2.4,,
1125,8/26/2013 0:00,10225,Sialis,,6,2.5,,
1125,8/26/2013 0:00,10225,Sialis,,7,1.8,,
1125,8/26/2013 0:00,10225,Sialis,,8,1.7,,
1125,8/26/2013 0:00,10225,Sialis,,9,3.1,,
1125,8/26/2013 0:00,10225,Sialis,,10,2.4,,
1125,8/26/2013 0:00,10225,Sialis,,11,2.5,,
1125,8/26/2013 0:00,10225,Sialis,,12,2.3,,
1125,8/26/2013 0:00,10225,Sialis,,13,1.7,,
1125,8/26/2013 0:00,10225,Sialis,,14,2.5,,
1125,8/26/2013 0:00,10225,Sialis,,15,2,,
1125,8/26/2013 0:00,10225,Sialis,,16,2.7,,
1125,8/26/2013 0:00,10225,Sialis,,17,8.1,,
1125,8/26/2013 0:00,10225,Sialis,,18,2.2,,
1125,8/26/2013 0:00,10225,Sialis,,19,2.6,,
1125,8/26/2013 0:00,10225,Sialis,,20,2.5,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,1,3.2,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,2,4.2,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,3,3.8,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,4,3.3,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,5,3.7,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,6,3.8,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,7,4.5,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,8,4.1,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,9,3.7,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,10,4.1,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,11,3.9,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,12,3.4,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,13,3.1,,
1125,8/26/2013,10225,Stictotarsus,Larvae/Nymph,14,5,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,15,4.5,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,16,3.2,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,17,4.1,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,18,3.7,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,19,3.8,,
1125,8/26/2013 0:00,10225,Stictotarsus,Larvae/Nymph,20,4.6,,
1125,9/17/2013 0:00,10225,Oligochaeta,,1,3.6,,
1125,9/17/2013 0:00,10225,Oligochaeta,,2,6.2,,
1125,9/17/2013 0:00,10225,Oligochaeta,,3,3.8,,
1125,9/17/2013 0:00,10225,Oligochaeta,,4,7.6,,
1125,9/17/2013 0:00,10225,Oligochaeta,,5,10.7,,
1125,9/17/2013 0:00,10225,Oligochaeta,,6,5,,
1125,9/17/2013 0:00,10225,Oligochaeta,,7,5.9,,
1125,9/17/2013 0:00,10225,Oligochaeta,,8,5.4,,
1125,9/17/2013 0:00,10225,Oligochaeta,,9,4.9,,
1125,9/17/2013 0:00,10225,Oligochaeta,,10,9.8,,
1125,9/17/2013 0:00,10225,Oligochaeta,,11,9.3,,
1125,9/17/2013 0:00,10225,Oligochaeta,,12,6.9,,
1125,9/17/2013 0:00,10225,Oligochaeta,,13,6.3,,
1125,9/17/2013 0:00,10225,Oligochaeta,,14,5,,
1125,9/17/2013 0:00,10225,Oligochaeta,,15,5.3,,
1125,9/17/2013 0:00,10225,Oligochaeta,,16,4.8,,
1125,9/17/2013 0:00,10225,Oligochaeta,,17,6.8,,
1125,9/17/2013 0:00,10225,Oligochaeta,,18,5.7,,
1125,9/17/2013 0:00,10225,Oligochaeta,,19,13.6,,
1125,9/17/2013 0:00,10225,Oligochaeta,,20,11.3,,
1125,9/17/2013 0:00,10225,Polycentropus,,1,14,,
1125,9/17/2013 0:00,10225,Polycentropus,,2,16.7,,
1126,8/21/2013 0:00,10222,Acari,,1,0.7,,
1126,8/21/2013 0:00,10222,Acari,,2,0.9,,
1126,8/21/2013 0:00,10222,Acari,,3,0.8,,
1126,8/21/2013 0:00,10222,Acari,,4,1.5,,
1126,8/21/2013 0:00,10222,Ameletus,,1,3.8,,
1126,8/21/2013 0:00,10222,Ameletus,,2,4.1,,
1126,8/21/2013 0:00,10222,Ameletus,,3,3.9,,
1126,8/21/2013 0:00,10222,Ameletus,,4,4.1,,
1126,8/21/2013 0:00,10222,Ameletus,,5,2.9,,
1126,8/21/2013 0:00,10222,Ameletus,,6,3.4,,
1126,8/21/2013 0:00,10222,Ameletus,,7,3.5,,
1126,8/21/2013 0:00,10222,Ameletus,,8,3.4,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,1,2.9,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,2,2.8,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,3,2.8,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,4,2.7,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,5,1.8,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,6,2.3,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,7,4,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,8,2.8,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,9,2.6,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,10,3.2,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,11,3,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,12,3.8,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,13,2.7,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,14,2.4,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,15,2.6,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,16,2.9,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,17,2.6,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,18,2.4,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,19,4.3,,
1126,8/21/2013 0:00,10222,Callibaetis ferrugineus,,20,2.2,,
1126,8/21/2013 0:00,10222,Chironomidae,,1,5.9,,
1126,8/21/2013 0:00,10222,Chironomidae,,2,5.6,,
1126,8/21/2013 0:00,10222,Chironomidae,,3,7.2,,
1126,8/21/2013 0:00,10222,Chironomidae,,4,6.4,,
1126,8/21/2013 0:00,10222,Chironomidae,,5,7.1,,
1126,8/21/2013 0:00,10222,Chironomidae,,6,6.1,,
1126,8/21/2013 0:00,10222,Chironomidae,,7,6.7,,
1126,8/21/2013 0:00,10222,Chironomidae,,8,6.7,,
1126,8/21/2013 0:00,10222,Chironomidae,,9,6.7,,
1126,8/21/2013 0:00,10222,Chironomidae,,10,6.3,,
1126,8/21/2013 0:00,10222,Chironomidae,,11,5,,
1126,8/21/2013 0:00,10222,Chironomidae,,12,6.6,,
1126,8/21/2013 0:00,10222,Chironomidae,,13,5.8,,
1126,8/21/2013 0:00,10222,Chironomidae,,14,6.8,,
1126,8/21/2013 0:00,10222,Chironomidae,,15,5.8,,
1126,8/21/2013 0:00,10222,Chironomidae,,16,6.3,,
1126,8/21/2013 0:00,10222,Chironomidae,,17,3.1,,
1126,8/21/2013 0:00,10222,Chironomidae,,18,3.8,,
1126,8/21/2013 0:00,10222,Chironomidae,,19,4.4,,
1126,8/21/2013 0:00,10222,Chironomidae,,20,4.1,,
1126,8/21/2013 0:00,10222,Corixidae,,1,4.1,,
1126,8/21/2013 0:00,10222,Corixidae,,2,2.8,,
1126,8/21/2013 0:00,10222,Corixidae,,3,4.2,,
1126,8/21/2013 0:00,10222,Corixidae,,4,3.3,,
1126,8/21/2013 0:00,10222,Corixidae,,5,2.5,,
1126,8/21/2013 0:00,10222,Corixidae,,6,4.2,,
1126,8/21/2013 0:00,10222,Corixidae,,7,3.9,,
1126,8/21/2013 0:00,10222,Corixidae,,8,3.6,,
1126,8/21/2013 0:00,10222,Corixidae,,9,3.3,,
1126,8/21/2013 0:00,10222,Corixidae,,10,3.2,,
1126,8/21/2013 0:00,10222,Corixidae,,11,3.5,,
1126,8/21/2013 0:00,10222,Corixidae,,12,3.9,,
1126,8/21/2013 0:00,10222,Corixidae,,13,4.7,,
1126,8/21/2013 0:00,10222,Corixidae,,14,3,,
1126,8/21/2013 0:00,10222,Corixidae,,15,3.9,,
1126,8/21/2013 0:00,10222,Corixidae,,16,2.2,,
1126,8/21/2013 0:00,10222,Corixidae,,17,4.4,,
1126,8/21/2013 0:00,10222,Corixidae,,18,3.3,,
1126,8/21/2013 0:00,10222,Corixidae,,19,4.2,,
1126,8/21/2013 0:00,10222,Corixidae,,20,4.3,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,1,4.5,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,2,4,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,3,4.6,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,4,4.6,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,5,5.6,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,6,4.8,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,7,5.4,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,8,5,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,9,4.6,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,10,5.3,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,11,3.5,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,12,4.6,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,13,5.9,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,14,6,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,15,5.2,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,16,4.9,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,17,6.2,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,18,3.5,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,19,5.4,,
1126,8/21/2013 0:00,10222,Ecclisomyia,,20,4,,
1126,8/21/2013 0:00,10222,Hydroporus,Larvae/Nymph,1,2.1,,
1126,8/21/2013 0:00,10222,Oligochaeta,,1,6.6,,
1126,8/21/2013 0:00,10222,Sialis,,1,2,,
1126,8/21/2013 0:00,10222,Sialis,,2,2.1,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,1,4.8,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,2,3.7,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,3,3.5,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,4,3.9,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,5,2,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,6,3.6,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,7,2.9,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,8,3.9,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,9,4.2,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,10,3,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,11,4.1,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,12,3.6,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,13,4.2,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,14,1.5,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,15,3.9,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,16,3.9,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,17,3.9,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,18,5.2,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,19,4,,
1126,8/21/2013 0:00,10222,Stictotarsus,Larvae/Nymph,20,3.8,,
1126,8/21/2013 0:00,10222,Stictotarsus,Adult,1,4.8,,
1126,8/21/2013 0:00,10222,Stictotarsus,Adult,2,3.9,,
1126,8/21/2013 0:00,10222,Stictotarsus,Adult,3,3.8,,
1129,7/19/2013 0:00,72996,Acari,,1,1,,
1129,7/19/2013 0:00,72996,Oligochaeta,,1,4.1,,
1129,7/19/2013 0:00,72996,Oligochaeta,,2,6.1,,
1129,7/19/2013 0:00,72996,Oligochaeta,,3,8.6,,
1129,7/20/2013 0:00,72996,notonecta,,1,2.7,,
1129,7/21/2013 0:00,72996,notonecta,,2,2.6,,
1129,7/22/2013 0:00,72996,notonecta,,3,2.7,,
1129,7/19/2013 0:00,72996,Sialis,,1,1.9,,
1129,7/19/2013 0:00,72996,Sialis,,2,2.2,,
1129,7/19/2013 0:00,72996,Sialis,,3,6.2,,
1129,7/19/2013 0:00,72996,Sialis,,4,10.3,,
1129,7/19/2013 0:00,72996,Sialis,,5,12.4,,
1129,7/19/2013 0:00,72996,Sialis,,6,4.4,,
1129,7/19/2013 0:00,72996,Sialis,,7,12,,
1129,7/19/2013 0:00,72996,Sialis,,8,2.3,,
1129,7/19/2013 0:00,72996,Sialis,,9,2,,
1129,7/19/2013 0:00,72996,Sialis,,10,6.4,,
1129,7/19/2013 0:00,72996,Sialis,,11,3.7,,
1129,7/19/2013 0:00,72996,Sialis,,12,1.6,,
1129,7/19/2013 0:00,72996,Sialis,,13,7.3,,
1129,7/19/2013 0:00,72996,Sialis,,14,10.4,,
1129,7/19/2013 0:00,72996,Sialis,,15,2.2,,
1129,7/19/2013 0:00,72996,Sialis,,16,6.2,,
1129,7/19/2013 0:00,72996,Sialis,,16,6.2,,
1129,7/19/2013 0:00,72996,Sialis,,17,1.9,,
1129,7/19/2013 0:00,72996,Sialis,,18,10.2,,
1129,7/19/2013 0:00,72996,Sialis,,19,2.2,,
1129,7/19/2013 0:00,72996,Sialis,,20,3,,
1129,7/19/2013 0:00,72996,Stictotarsus,Larvae/Nymph,1,3,,
1129,7/19/2013 0:00,72996,Stictotarsus,Larvae/Nymph,2,3.3,,
1129,7/19/2013 0:00,72996,Stictotarsus,Adult,1,4.8,,
1129,7/19/2013 0:00,72996,Stictotarsus,Adult,2,4.8,,
1129,7/19/2013 0:00,72996,Stictotarsus,Adult,3,4.8,,
1129,7/19/2013 0:00,72996,Stictotarsus,Adult,4,4.6,,
1129,7/19/2013 0:00,72996,Stictotarsus,Adult,5,4.6,,
1129,7/19/2013 0:00,72996,Stictotarsus,Adult,6,3.8,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,1,3.5,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,2,3.5,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,3,3,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,4,5.7,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,5,4.9,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,6,4.6,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,7,5.1,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,8,5.2,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,9,3,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,10,4,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,11,5.1,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,12,5.3,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,13,5,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,14,5,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,15,5.2,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,16,3.7,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,17,4.9,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,18,5.2,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,19,4.1,,
1129,7/23/2013 0:00,72996,Callibaetis ferrugineus,,20,1.8,,
1129,7/23/2013 0:00,72996,Chironomidae,,1,6.9,,
1129,7/23/2013 0:00,72996,Chironomidae,,2,6.9,,
1129,7/23/2013 0:00,72996,Chironomidae,,3,6.3,,
1129,7/23/2013 0:00,72996,Chironomidae,,4,4.7,,
1129,7/23/2013 0:00,72996,Chironomidae,,5,7.4,,
1129,7/23/2013 0:00,72996,Chironomidae,,6,6.8,,
1129,7/23/2013 0:00,72996,Chironomidae,,7,6.4,,
1129,7/23/2013 0:00,72996,Chironomidae,,8,9.8,,
1129,7/23/2013 0:00,72996,Chironomidae,,9,5.8,,
1129,7/23/2013 0:00,72996,Chironomidae,,10,7.1,,
1129,7/23/2013 0:00,72996,Chironomidae,,11,7.7,,
1129,7/23/2013 0:00,72996,Chironomidae,,12,8.4,,
1129,7/23/2013 0:00,72996,Chironomidae,,13,8,,
1129,7/23/2013 0:00,72996,Chironomidae,,14,4.9,,
1129,7/23/2013 0:00,72996,Chironomidae,,15,6.8,,
1129,7/23/2013 0:00,72996,Chironomidae,,16,4.8,,
1129,7/23/2013 0:00,72996,Chironomidae,,17,5.2,,
1129,7/23/2013 0:00,72996,Chironomidae,,18,4.6,,
1129,7/23/2013 0:00,72996,Chironomidae,,19,7.1,,
1129,7/23/2013 0:00,72996,Chironomidae,,20,4.3,,
1130,8/12/2013,70550,Chironomidae,,6,5.3,,
1130,7/29/2013 0:00,70550,Acari,,1,1.2,,
1130,7/29/2013 0:00,70550,Acari,,2,0.9,,
1130,7/29/2013 0:00,70550,Acari,,3,0.8,,
1130,7/29/2013 0:00,70550,Acari,,4,0.6,,
1130,7/29/2013 0:00,70550,Acari,,5,0.7,,
1130,7/29/2013 0:00,70550,Acari,,6,1,,
1130,7/29/2013 0:00,70550,Acari,,7,1.3,,
1130,7/29/2013 0:00,70550,Acari,,8,0.8,,
1130,7/29/2013 0:00,70550,Acari,,9,0.9,,
1130,7/29/2013 0:00,70550,Acari,,10,0.7,,
1130,7/29/2013 0:00,70550,Acari,,11,1.6,,
1130,7/29/2013 0:00,70550,Acari,,12,0.9,,
1130,7/29/2013 0:00,70550,Acari,,13,0.6,,
1130,7/29/2013 0:00,70550,Acari,,14,0.8,,
1130,7/29/2013 0:00,70550,Acari,,15,0.8,,
1130,7/29/2013 0:00,70550,Acari,,16,0.6,,
1130,7/29/2013 0:00,70550,Callibaetis ferrugineus,,1,3.3,,
1130,7/29/2013 0:00,70550,Callibaetis ferrugineus,,2,1.9,,
1130,7/29/2013 0:00,70550,Corixidae,,1,3,,
1130,7/29/2013 0:00,70550,Corixidae,,2,3.2,,
1130,7/29/2013 0:00,70550,Corixidae,,3,2.4,,
1130,7/29/2013 0:00,70550,Corixidae,,4,2.4,,
1130,7/29/2013 0:00,70550,Corixidae,,5,5.1,,
1130,7/29/2013 0:00,70550,Corixidae,,6,4,,
1130,7/29/2013 0:00,70550,Corixidae,,7,2.8,,
1130,7/29/2013 0:00,70550,Corixidae,,8,4.4,,
1130,7/29/2013 0:00,70550,Corixidae,,9,3,,
1130,7/29/2013 0:00,70550,Corixidae,,10,4.8,,
1130,7/29/2013 0:00,70550,Corixidae,,11,5.1,,
1130,7/29/2013 0:00,70550,Corixidae,,12,3.4,,
1130,7/29/2013 0:00,70550,Corixidae,,13,3,,
1130,7/29/2013 0:00,70550,Corixidae,,14,2.2,,
1130,7/29/2013 0:00,70550,Corixidae,,15,2.3,,
1130,7/29/2013 0:00,70550,Corixidae,,16,2.9,,
1130,7/29/2013 0:00,70550,Corixidae,,17,2.2,,
1130,7/29/2013 0:00,70550,Corixidae,,18,2.1,,
1130,7/29/2013 0:00,70550,Corixidae,,19,3.2,,
1130,7/29/2013 0:00,70550,Corixidae,,20,3,,
1130,7/29/2013 0:00,70550,Hydroporus,,1,3.9,data sheet says Hydroporini,
1130,7/29/2013 0:00,70550,Limnephilus,,1,7.4,,
1130,7/29/2013 0:00,70550,Limnephilidae,,1,4.3,,
1130,7/29/2013 0:00,70550,Limnephilidae,,2,3.3,,
1130,7/29/2013 0:00,70550,Limnephilidae,,3,4.3,,
1130,7/29/2013 0:00,70550,Limnephilidae,,4,5.2,,
1130,7/29/2013 0:00,70550,Limnephilidae,,5,4.3,,
1130,7/29/2013 0:00,70550,Limnephilidae,,6,6.1,,
1130,7/29/2013 0:00,70550,Limnephilidae,,7,4.7,,
1130,7/29/2013 0:00,70550,Limnephilidae,,8,4.3,,
1130,7/29/2013 0:00,70550,Limnephilidae,,9,4.8,,
1130,7/29/2013 0:00,70550,Oligochaeta,,6,8,,
1130,7/29/2013 0:00,70550,Pisidium casertanum,,1,3.3,,
1130,7/29/2013 0:00,70550,Pisidium casertanum,,2,2.8,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,1,3.9,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,2,3.8,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,3,2.9,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,4,4.4,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,5,4.8,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,6,3.5,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,7,4.5,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,8,3.8,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,9,5.4,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,10,4.8,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,11,5.1,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,12,2.6,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,13,3.7,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,14,4.5,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,15,4.2,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,16,3.3,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,17,3.5,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,18,4.5,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,19,3.6,,
1130,7/29/2013 0:00,70550,Stictotarsus,Larvae/Nymph,20,4.2,,
1130,7/29/2013 0:00,70550,Stictotarsus,Adult,1,3.9,,
