SampleID,LakeID,FrogPopulationType,Actual fish status,Lake Area,Lake Perimeter,Elevation,North UTM,Jurisdiction,Taxon,LifeStage,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2335,10100,Extant,No,25974,657,3298,4109665.378,KINGS_CANYON,Oligochaeta,,2.8,7.8,2.6,6.9,5.2,7.8,5.3,,,,,,,,,,,,,
2335,10100,Extant,No,25974,657,3298,4109665.378,KINGS_CANYON,Pisidium casertanum,,2.1,2,2.1,,,,,,,,,,,,,,,,,
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Acari,,1.4,1.1,1.3,1.1,1.6,1.1,1.1,1.4,,,,,,,,,,,,
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Ameletus,,9.4,8.9,8.8,7.6,6.4,7.9,7.4,6.8,9.6,7.9,10.8,7.9,8.3,8.8,8.4,8.2,9.7,9.8,10.1,7.8
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Arctocorisa,,2,1.5,2.6,3.1,3.1,1.5,2,1.5,3,2.9,7.3,2.2,1.8,2.1,3,3.3,1.5,3,2.1,1.4
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Chironomidae,,9.1,6.1,6.5,5.5,5.2,6.6,8.8,4.5,4.6,6.1,7.8,6.7,8.2,3.7,,,,,,
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Corixidae,,6.4,6.8,6.9,,,,,,,,,,,,,,,,,
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Desmona,,9.5,12.4,15.8,,,,,,,,,,,,,,,,,
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Diptera,Adult,3.2,3.4,2.2,1.9,,,,,,,,,,,,,,,,
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Diptera,Pupae,6,4.65,5.8,5.4,5.95,6.25,5.7,5.65,7.15,5.05,3.6,5.75,5.05,4.35,,,,,,
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Limnephilus,,2.5,2.4,,,,,,,,,,,,,,,,,,
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Pisidium casertanum,,3.8,2,4.4,4.3,2.1,2.6,2.8,3,4.4,4.2,1.9,4.6,3.3,2.3,2.7,2.6,4.2,3,2.9,4
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Sialis,,5.2,5.4,6.8,5.8,5.7,,,,,,,,,,,,,,,
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Stictotarsus,Adult,3.8,4,3.8,4.1,3.8,4,3.8,4,4,3.3,3.9,,,,,,,,,
2336,10102,Extant,Yes,15183,579,3213,4108815.193,KINGS_CANYON,Stictotarsus,Larvae/Nymph,2.2,2.6,2.3,1.2,2.6,1.1,1.3,1.9,1.2,2.4,1.2,2.9,1.7,2.9,2.2,1.6,3.2,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Acari,,1.1,1.3,1,1.1,,,,,,,,,,,,,,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Agabus,,5.9,3,3.5,,,,,,,,,,,,,,,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Callibaetis ferrugineus,,6.8,6.4,6.3,7.7,5.9,7,4.5,6,6.8,5.6,5.6,8.2,4.9,2,4.3,5.8,4.3,4.4,4.7,5.1
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Chironomidae,,5.1,7.1,2.2,,,,,,,,,,,,,,,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Corixidae,,1.7,3.3,2.4,2.1,1.6,1.6,2.1,1.6,2.8,2.3,1.6,1.5,2.8,1.6,,,,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Diptera,Pupae,3.5,3.1,,,,,,,,,,,,,,,,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Ecclisomyia,,5.5,,,,,,,,,,,,,,,,,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Oligochaeta,,4.9,,,,,,,,,,,,,,,,,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Polycentropus,,10.9,12.6,,,,,,,,,,,,,,,,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Sialis,,5.1,4.2,3.6,3.6,3.8,3.2,3.3,3,4.6,3.7,7.2,4.8,3.6,3.6,3.1,3.2,13.1,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Stictotarsus,Adult,3.6,3.9,3.6,,,,,,,,,,,,,,,,,
2338,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Stictotarsus,Larvae/Nymph,2.7,2.3,1.3,1.6,2.8,2,3,3.2,3,,,,,,,,,,,
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Ameletus,,4.9,4.8,,,,,,,,,,,,,,,,,,
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Callibaetis ferrugineus,,2.6,3.9,5.5,2.9,2.4,1.8,2.7,2.2,8.3,2.2,1.9,2.2,2.3,1.6,9.5,2.5,2,2,1.9,1.9
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Chironomidae,,1.1,1.1,0.9,4.8,7,,,,,,,,,,,,,,,
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Corixidae,,3,3.9,1.7,2.8,2.9,2.7,2.7,2.9,3.8,3.3,2.3,2.8,2.8,3,3,3.3,2.6,2.7,3.2,3
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Hydroporus,,3.3,,,,,,,,,,,,,,,,,,,
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Limnephilus,,3.3,,,,,,,,,,,,,,,,,,,
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Oligochaeta,,94.24,,,,,,,,,,,,,,,,,,,
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Pisidium casertanum,,1.5,1.7,1.7,,,,,,,,,,,,,,,,,
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Polycentropus,,12.7,11,,,,,,,,,,,,,,,,,,
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Stictotarsus,Adult,3.9,3.7,3.7,3.5,3.8,3.6,3.9,5.1,3.8,3.8,4,3.8,3.5,3.6,,,,,,
2341,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Stictotarsus,Larvae/Nymph,4.1,2.2,2.5,1.8,2.5,2.5,1.4,1.9,2.3,3.2,3.2,2.5,1.9,2.5,2.3,2.3,3.3,2.2,2.3,2.6
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Acari,,1,1.5,1.4,1.7,1.5,1.2,1.5,1.2,1.6,1.8,0.7,1.7,1.5,1.4,1.7,1.3,0.7,0.7,1.8,1.5
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Ameletus,,8.6,8.9,8.3,9.5,10.1,8.9,7.1,6.4,6.7,13.7,7,6.9,8,7.5,6.7,8.2,8,6.5,7.4,8
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Chironomidae,,7.8,6.8,7.7,6.9,6.9,5.9,7.8,7.1,8.5,7.8,7.9,7,8.2,7.1,5.4,4.3,4.2,,,
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Corixidae,,2.3,1.7,1.7,1.7,1.7,1.6,1.7,1.7,1.7,1.7,1.6,1.6,2.3,1.7,1.6,2.3,1.5,1.5,1.6,1.5
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Diptera,Pupae,4.5,5,,,,,,,,,,,,,,,,,,
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Oligochaeta,,4.4,2.4,1.9,4.9,3.7,2.9,3.3,5,5.5,4.2,,,,,,,,,,
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Pisidium casertanum,,1.7,2,4.3,1.5,2.5,2.5,3,3,3.3,3.1,3.4,2.8,2.8,1.6,2.1,,,,,
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Polycentropus,,12.4,7.4,4.9,6,,,,,,,,,,,,,,,,
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Sialis,,4.6,4.4,,,,,,,,,,,,,,,,,,
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Stictotarsus,Adult,4,,,,,,,,,,,,,,,,,,,
2343,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Stictotarsus,Larvae/Nymph,2.3,2.4,1.7,3.5,2.2,2,1.7,2.4,2.5,2.3,3.3,2.7,3.3,1.8,2.7,2,3.3,1.9,2.9,2.3
2345,10090,Extant,No,716908,6596,3483,4109458.513,KINGS_CANYON,Acari,,1.6,0.9,1.3,1.2,1.3,,,,,,,,,,,,,,,
2345,10090,Extant,No,716908,6596,3483,4109458.513,KINGS_CANYON,Chironomidae,,7.8,3.2,3.9,7.8,8.4,6.8,6,8.4,6.3,5.4,4.8,4.7,4.8,2.9,5.4,6.3,5.5,7,6.2,8.6
2345,10090,Extant,No,716908,6596,3483,4109458.513,KINGS_CANYON,Diptera,Larvae/Nymph,3.6,5.2,6.4,9.2,4.4,,,,,,,,,,,,,,,
2345,10090,Extant,No,716908,6596,3483,4109458.513,KINGS_CANYON,Hesperophylax,,18.1,14.5,,,,,,,,,,,,,,,,,,
2345,10090,Extant,No,716908,6596,3483,4109458.513,KINGS_CANYON,Oligochaeta,,247.82,,,,,,,,,,,,,,,,,,,
2345,10090,Extant,No,716908,6596,3483,4109458.513,KINGS_CANYON,Pisidium casertanum,,4,3.4,3.3,1.9,,,,,,,,,,,,,,,,
2345,10090,Extant,No,716908,6596,3483,4109458.513,KINGS_CANYON,Polycentropus,,7.2,11.6,3,,,,,,,,,,,,,,,,,
2345,10090,Extant,No,716908,6596,3483,4109458.513,KINGS_CANYON,Psychoglypha,,10.8,,,,,,,,,,,,,,,,,,,
2345,10090,Extant,No,716908,6596,3483,4109458.513,KINGS_CANYON,Sialis,,11.5,7.1,4.2,4.5,5.8,2.9,8.1,6.2,11.7,,,,,,,,,,,
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Acari,,1.4,1.3,1.1,1.6,0.5,0.6,0.8,1,0.9,1.1,0.4,1.2,0.9,0.8,0.9,0.9,0.9,0.5,0.5,0.9
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Agabus,Larvae/Nymph,9.6,,,,,,,,,,,,,,,,,,,
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Callibaetis ferrugineus,,4.5,5.9,8,5.5,9,6.1,5.6,8.7,9.6,11.1,9.8,6.3,5.8,9.3,8.1,8.8,6.8,8.6,5.1,4.4
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Chironomidae,,9.9,8.3,7.9,7.3,3,7.3,5.6,9.4,5.8,7.7,4.2,5,7.7,5.1,5.2,5.1,5,9.7,9.1,6
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Corixidae,,7.8,7.4,7.5,7.8,,,,,,,,,,,,,,,,
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Desmona,,10,7.9,13.7,,,,,,,,,,,,,,,,,
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Diptera,Pupae,7.3,6.8,7.1,6,6.1,7.1,6.2,6.8,7.1,7.8,7.1,4.2,4.3,4.1,4.4,6.8,6.6,5.6,6.6,
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Oligochaeta,,4.2,3.5,3.9,3.9,2.6,,,,,,,,,,,,,,,
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Pisidium casertanum,,3,2.4,3.6,3.9,4.5,3.2,2.8,3.6,4.6,2.5,4.2,4.3,2.5,4.7,3.8,2.5,2.7,2.1,4.2,4.6
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Sialis,,5.1,3.2,3.2,11.5,2.8,11.7,6.2,2.6,2.7,12.9,2.1,3,3.1,10.5,3.1,2.2,2.8,4.7,3.6,7.4
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Stictotarsus,Adult,3.8,,,,,,,,,,,,,,,,,,,
2357,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Stictotarsus,Larvae/Nymph,2.1,,,,,,,,,,,,,,,,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Acari,,1.2,1.1,1,1.3,1.4,0.7,0.7,,,,,,,,,,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Acilius,,7.9,,,,,,,,,,,,,,,,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Callibaetis ferrugineus,,5,7.3,8.9,4.7,7.4,8.2,4.4,4.8,4.9,7.6,8.5,6.4,8.6,7.5,5.7,6.9,5.4,8.6,8.5,7.6
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Chironomidae,,7.4,7.5,6.6,5.3,7.4,5.1,5.6,8.7,8.2,6.8,6.5,7.2,7.6,7.8,8,4.9,8.1,7.5,6.9,6.1
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Corixidae,,1.6,1.7,1.7,1.6,1.7,1.7,1.6,1.7,1.7,1.6,2.3,1.7,1.7,1.7,1.7,1.7,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Dicosmoecus,,13.2,,,,,,,,,,,,,,,,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Diptera,Larvae/Nymph,4.6,4.5,4.9,5.2,4,5.2,4.3,5,5.1,4.8,4.8,5.3,5.2,5.3,3.1,,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Oligochaeta,,2,6.2,2.3,4.3,4.6,,,,,,,,,,,,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Pisidium casertanum,,2.3,2.4,1.8,3,3.2,,,,,,,,,,,,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Polycentropus,,6.2,,,,,,,,,,,,,,,,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Sialis,,6.2,4.2,3.3,,,,,,,,,,,,,,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Stictotarsus,Adult,3.9,4.2,,,,,,,,,,,,,,,,,,
2364,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Stictotarsus,Larvae/Nymph,1.4,1.3,1.8,1.3,1.7,1.6,1.6,2.1,1.3,1.5,1.3,1.4,2.2,1.5,2.1,2.6,1.8,1.7,1.4,1.2
3003,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Callibaetis ferrugineus,,5.8,7.6,7.5,3.2,7.3,7.8,3.9,4.6,8.3,8.5,8.3,5.5,6.9,8.8,6.4,7.8,8.1,8.4,6,8.1
3003,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Chironomidae,,8.1,7.5,9.9,8.5,9.3,6.3,8.7,9.4,8.6,10.5,9.4,10.3,6.5,7,9.5,5.1,10.2,6.2,10.2,7.8
3003,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Corixidae,,7.3,7.2,7.7,,,,,,,,,,,,,,,,,
3003,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Pisidium casertanum,,3.9,4,4,3.3,4,4.5,4.4,4.6,3.5,2.9,4.6,3.2,2.8,2.2,2.8,1.9,2.1,2.5,2.6,2.1
3003,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Sialis,,3.9,1.5,6.7,4.8,9.9,12.6,2.7,6.9,10.6,5.6,5.1,11.2,13.8,2.5,7.8,3.8,5,9.2,8.2,4.7
3003,72996,Persistent,No,4288,270,3176,4204959.85,YOSEMITE,Stictotarsus,Adult,3.8,3.8,3.9,,,,,,,,,,,,,,,,,
3006,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Callibaetis ferrugineus,,9.8,4.7,6.7,8.3,6.3,8.6,5.8,8.2,9.5,5.6,7.2,4.3,5.3,6.3,6.4,9,6.3,6.4,7.8,8.3
3006,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Psychoglypha,,5.3,7.3,7.1,5.5,5.8,6.4,7.3,6.6,5.8,7.7,5.4,,,,,,,,,
3006,10222,Declining,No,10568,441,3554,4105612.933,KINGS_CANYON,Stictotarsus,Adult,3.9,3.8,,,,,,,,,,,,,,,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Acari,,1.725,1.1,0.8,1.5,0.85,1.3,1.2,1,1.3,1,1.425,0.95,0.85,1.2,0.975,1.25,1.3,0.9,1.1,0.9
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Ameletus,,8.55,12.45,12.55,9.5,11.45,12.25,9.4,8.3,4.35,4.1,,,,,,,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Arctocorisa,,7.7,,,,,,,,,,,,,,,,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Callibaetis ferrugineus,,10.4,10.5,6.9,9.6,9.1,7.1,6,9.8,9.9,9,9.4,7,9.1,9.1,8.1,8.6,10.9,10.9,,8.6
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Chironomidae,,7.5,7.6,6.6,7.1,4.5,4.2,4.2,7.3,6,8.2,4.1,4.2,9.3,4.6,3.9,3.6,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Dicosmoecus,,9.6,7.2,,,,,,,,,,,,,,,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,diptera,,4.2,,,,,,,,,,,,,,,,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,dirnsmaenag,,7.55,,,,,,,,,,,,,,,,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Pisidium casertanum,,4.45,2.7,2.9,2.3,2.5,1.85,2.55,2.35,2.4,2,1.65,1.7,,,,,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Psychoglypha,,11.3,,,,,,,,,,,,,,,,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Sialis,,9.1,5.3,4,4.5,,,,,,,,,,,,,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Stictotarsus,,3.7,,,,,,,,,,,,,,,,,,,
3007,10206,Declining,No,29262,762,3388,4103660.683,KINGS_CANYON,Stictotarsus,Adult,3.8,,,,,,,,,,,,,,,,,,,
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Acari,,1.2,1.4,0.8,,0.5,0.9,0.9,0.9,1.4,1.2,0.9,1.3,,,,,,,,
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Agabus,,10.5,,,,,,,,,,,,,,,,,,,
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Arctocorisa,,7.3,6.9,,,,,,,,,,,,,,,,,,
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Callibaetis ferrugineus,,10.1,5.1,10.4,10.2,8.9,10.1,4.1,5.4,10.1,11.2,5.3,7.6,5,6.2,6.7,9,8.2,7,8,4.1
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Chironomidae,,7.7,5.4,3.9,8.7,5.4,3.6,5.8,5.5,4.8,4.8,8.1,7.6,4.4,5.5,4.5,7.9,7.3,5.2,7.5,4.3
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Dicosmoecus,Larvae/Nymph,5.1,7,10.9,10.4,5.1,6,4.6,6.5,10.4,7.2,,,,,,,,,,
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Limnephilus,,8.25,,,,,,,,,,,,,,,,,,,
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Oligochaeta,,12.4,25.4,4.7,11.7,9.7,3.1,9.5,17.2,7.1,13.1,12.3,3.5,13.6,,,,,,,
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Pisidium casertanum,,4.7,4.6,3.6,2.9,3,4.2,3.9,3.5,3.3,2.3,4.9,2.2,3.2,2.2,2.5,2.5,2.5,4.9,3.2,2.7
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Sialis,,8.4,5.5,3.2,8.2,5.4,3.6,4.1,7.4,7.9,3.7,7.4,3.9,3.1,9.5,3.9,4,3.7,3.7,5.3,4.1
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Stictotarsus,,3.9,3.7,3.8,3.7,4.2,3.5,4,3.8,3.7,3.9,3.8,3.8,3.5,3.5,,,,,,
3014,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Stictotarsus,Larvae/Nymph,1.6,,,,,,,,,,,,,,,,,,,
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Acari,,0.8,0.8,0.8,1,0.7,1,0.7,0.9,0.8,0.6,0.9,0.9,,,,,,,,
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Agabus,,3.6,,,,,,,,,,,,,,,,,,,
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Ameletus,,2.4,2.4,3.2,2.7,5.1,3.3,2.6,3.1,2.5,2.8,2.5,5.7,7,3.3,2.3,2.3,3.1,6.9,3.7,5.6
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Callibaetis ferrugineus,,2.4,1.9,1.7,1.6,1.6,,,,,,,,,,,,,,,
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Corixidae,,2.4,3.1,1.5,3.3,2.5,3.6,3.7,2.4,3.1,3.4,2.4,3.2,1.6,2.4,2.3,7.7,3.2,2.3,2.3,2.4
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Dicosmoecus,,17.9,9.5,,,,,,,,,,,,,,,,,,
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Limnephilus,,17.9,9.5,,,,,,,,,,,,,,,,,,
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Pisidium casertanum,,1.5,1.8,2.2,1.8,2.4,2.4,2.6,1.9,4.4,4,1.8,2.2,4.6,3,1.9,3,3.9,1.8,1.7,1.9
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Polycentropus,,10.8,,,,,,,,,,,,,,,,,,,
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Sialis,,8.6,16.4,9.4,10.1,,,,,,,,,,,,,,,,
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Stictotarsus,Adult,3.8,4.1,4,3.7,3.9,4.2,4,3.9,3.9,,,,,,,,,,,
3016,10272,Extinct,No,40980,1338,3539,4097602.415,KINGS_CANYON,Stictotarsus,Larvae/Nymph,4.1,5.8,4,6.2,6.2,1.7,3.9,5.2,5,3.9,6,3.2,3.7,3.8,,,,,,
3017,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Callibaetis ferrugineus,,7.1,6.55,6.5,9.5,5.4,5.3,9.35,8.35,9.3,4.15,3.75,9.05,7,6.85,7.45,6.7,3.95,7.65,4.55,4.05
3017,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Chironomidae,,4.9,7.1,6.3,4.9,7.1,7,4.4,7.7,6,4.1,4.8,6.2,6.1,4.8,7.5,5.4,5.2,7,7.6,4.7
3017,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Chironomidae,Larvae/Nymph,4.9,4.9,,,,,,,,,,,,,,,,,,
3017,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Hyallella sp.,,1.6,1.3,1.5,1.6,1.7,1.6,1.5,1.4,1.5,1.6,1.4,1.3,1.6,1.2,1.2,1.2,1.5,1.5,1.4,1
3017,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Limnephilus,,11.95,12.2,13,10.25,10.45,,,,,,,,,,,,,,,
3017,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Oligochaeta,,3.1,2.7,3.8,,,,,,,,,,,,,,,,,
3017,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Pisidium casertanum,,3.2,,,,,,,,,,,,,,,,,,,
3017,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Polycentropus,,13,11.9,7.3,11.2,8.7,4.8,,,,,,,,,,,,,,
3017,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Stictotarsus,Adult,3.85,3.7,3.7,,,,,,,,,,,,,,,,,
3017,10223,Declining,Yes,40331,935,3495,4105232.707,KINGS_CANYON,Stictotarsus,Larvae/Nymph,1.2,,,,,,,,,,,,,,,,,,,
3017,10225,Declining,No,28515,1057,3493,4104767.651,KINGS_CANYON,Oligochaeta,,,,,11.7,,,,,,,,,,,,,,,,
3028,70550,Reintroduced,No,47097,835,3200,4200563.803,YOSEMITE,Acari,,0.7,1,0.8,0.7,,1.3,1.6,0.8,0.9,1.6,0.7,0.7,0.8,1.3,0.8,0.8,,,,
3028,70550,Reintroduced,No,47097,835,3200,4200563.803,YOSEMITE,Ameletus,,8.3,4.7,6.4,10.7,5.5,10.9,11.3,7.8,11.6,9.9,8.1,10.8,7.3,11,5.5,6.5,11.4,5.3,9.4,
3028,70550,Reintroduced,No,47097,835,3200,4200563.803,YOSEMITE,Callibaetis ferrugineus,,9.4,11.3,8.7,9.7,11.1,9.6,9.1,10.9,9.8,9.3,10.5,11,,9.2,9.5,8.2,9.1,10.3,9,10.2
3028,70550,Reintroduced,No,47097,835,3200,4200563.803,YOSEMITE,Chironomidae,,6.7,8.1,5.6,8.6,7.5,8.5,8.4,8.8,6.5,8.4,7.2,8,5.4,5.6,8.7,7.6,5.7,5.6,7.8,
3028,70550,Reintroduced,No,47097,835,3200,4200563.803,YOSEMITE,Pisidium casertanum,,2.8,4.3,2.8,4.3,,,,,,,,,,,,,,,,
3028,70550,Reintroduced,No,47097,835,3200,4200563.803,YOSEMITE,Sialis,,18.4,12.2,3.3,3,4.6,12.7,7.9,4.3,2.3,4.2,5.5,6.6,3.9,4.1,2.2,,,,,
3028,70550,Reintroduced,No,47097,835,3200,4200563.803,YOSEMITE,Stictotarsus,Adult,3.9,4,3.7,3.8,4.1,3.7,3.8,3.9,3.9,3.7,3.7,3.8,3.8,3.5,3.7,3.6,3.7,3.8,4.1,3.7
3028,70550,Reintroduced,No,47097,835,3200,4200563.803,YOSEMITE,Stictotarsus,Larvae/Nymph,2.1,2,2.5,2.6,1.9,2.5,2.4,2.5,3.5,2.1,2.5,2.3,2.3,2.5,2.3,2.3,2,2.2,2.2,2.1
